vgg16,70,5,28.0583
vgg16,70,6,33.1948
vgg16,70,7,38.1212
vgg16,70,8,42.4883
vgg16,80,1,7.78246
vgg16,80,2,11.6845
vgg16,80,3,15.759
vgg16,80,4,19.684
vgg16,80,5,24.2559
vgg16,80,6,28.4856
vgg16,80,7,32.8412
vgg16,80,8,36.4538
vgg16,90,1,7.79686
vgg16,90,2,11.4407
vgg16,90,3,15.4932
vgg16,90,4,19.3843
vgg16,90,5,22.9665
vgg16,90,6,27.134
vgg16,90,7,31.2104
vgg16,90,8,35.0258
vgg16,100,1,6.84341
vgg16,100,2,10.4228
vgg16,100,3,13.9298
vgg16,100,4,16.8742
vgg16,100,5,20.85
vgg16,100,6,24.2124
vgg16,100,7,27.988
vgg16,100,8,30.9531
vgg19,10,1,65.3176
vgg19,10,2,118.261
vgg19,10,3,169.137
vgg19,10,4,213.748
vgg19,10,5,262.6
vgg19,10,6,307.371
vgg19,10,7,356.267
vgg19,10,8,403.535
vgg19,20,1,33.6984
vgg19,20,2,62.884
vgg19,20,3,84.9884
vgg19,20,4,107.34
vgg19,20,5,131.738
vgg19,20,6,155.218
vgg19,20,7,180.526
vgg19,20,8,204.363
vgg19,30,1,18.0466
vgg19,30,2,30.8704
vgg19,30,3,43.1652
vgg19,30,4,54.4754
vgg19,30,5,68.4166
vgg19,30,6,80.4774
vgg19,30,7,93.7282
vgg19,30,8,106.174
vgg19,40,1,15.0219
vgg19,40,2,25.7298
vgg19,40,3,35.1609
vgg19,40,4,44.842
vgg19,40,5,56.1666
vgg19,40,6,66.1811
vgg19,40,7,76.4024
vgg19,40,8,86.4361
vgg19,50,1,11.9898
vgg19,50,2,20.2974
vgg19,50,3,27.3077
vgg19,50,4,33.8107
vgg19,50,5,41.5319
vgg19,50,6,48.9089
vgg19,50,7,56.2097
vgg19,50,8,63.0068
vgg19,60,1,11.2136
vgg19,60,2,18.1136
vgg19,60,3,24.5201
vgg19,60,4,31.0848
vgg19,60,5,36.8383
vgg19,60,6,43.4903
vgg19,60,7,49.9265
vgg19,60,8,56.8204
vgg19,70,1,9.90742
vgg19,70,2,16.6048
vgg19,70,3,22.8924
vgg19,70,4,27.4174
vgg19,70,5,33.7757
vgg19,70,6,40.0743
vgg19,70,7,46.0324
vgg19,70,8,51.2872
vgg19,80,1,9.32992
vgg19,80,2,14.0422
vgg19,80,3,18.9029
vgg19,80,4,23.6442
vgg19,80,5,29.1902
vgg19,80,6,34.439
vgg19,80,7,39.6182
vgg19,80,8,44.0057
vgg19,90,1,9.21168
vgg19,90,2,13.6544
vgg19,90,3,18.5418
vgg19,90,4,23.2777
vgg19,90,5,27.5509
vgg19,90,6,32.7501
vgg19,90,7,37.5437
vgg19,90,8,42.2673
vgg19,100,1,7.99661
vgg19,100,2,12.4296
vgg19,100,3,16.647
vgg19,100,4,19.9152
vgg19,100,5,24.9112
vgg19,100,6,29.0321
vgg19,100,7,33.5902
vgg19,100,8,37.0536
