resnet18,10,1,6.7653
resnet18,10,2,11.044
resnet18,10,3,16.7826
resnet18,10,4,21.9877
resnet18,10,5,27.2293
resnet18,10,6,33.1286
resnet18,10,7,38.3624
resnet18,10,8,43.8628
resnet18,20,1,3.49085
resnet18,20,2,6.60015
resnet18,20,3,10.1396
resnet18,20,4,13.0627
resnet18,20,5,16.1168
resnet18,20,6,19.3699
resnet18,20,7,22.4416
resnet18,20,8,25.8321
resnet18,30,1,3.16165
resnet18,30,2,5.4076
resnet18,30,3,7.64385
resnet18,30,4,10.3089
resnet18,30,5,12.6796
resnet18,30,6,14.8178
resnet18,30,7,17.5938
resnet18,30,8,19.8775
resnet18,40,1,2.28705
resnet18,40,2,4.2271
resnet18,40,3,6.29135
resnet18,40,4,8.2785
resnet18,40,5,10.1884
resnet18,40,6,12.1597
resnet18,40,7,14.0282
resnet18,40,8,16.0156
resnet18,50,1,2.23025
resnet18,50,2,4.03845
resnet18,50,3,5.93425
resnet18,50,4,7.32855
resnet18,50,5,9.1244
resnet18,50,6,11.0466
resnet18,50,7,12.7704
resnet18,50,8,14.1531
resnet18,60,1,2.1752
resnet18,60,2,3.9519
resnet18,60,3,5.2573
resnet18,60,4,7.0512
resnet18,60,5,8.75925
resnet18,60,6,10.3097
resnet18,60,7,11.8173
resnet18,60,8,13.1279
resnet18,70,1,2.0746
resnet18,70,2,3.4045
resnet18,70,3,5.37925
resnet18,70,4,6.86735
resnet18,70,5,8.42845
resnet18,70,6,9.36095
resnet18,70,7,10.8776
resnet18,70,8,12.158
resnet18,80,1,1.9597
resnet18,80,2,3.22145
resnet18,80,3,4.9357
resnet18,80,4,6.0335
resnet18,80,5,7.9972
resnet18,80,6,9.18015
resnet18,80,7,10.934
resnet18,80,8,11.9385
resnet18,90,1,1.9474
resnet18,90,2,3.1379
resnet18,90,3,4.7904
resnet18,90,4,5.9728
resnet18,90,5,7.42805
resnet18,90,6,8.92075
resnet18,90,7,10.0908
resnet18,90,8,11.6378
resnet18,100,1,1.93465
resnet18,100,2,3.12685
resnet18,100,3,4.68915
resnet18,100,4,5.793
resnet18,100,5,7.03525
resnet18,100,6,8.78625
resnet18,100,7,9.70145
resnet18,100,8,10.9057
resnet50,10,1,14.4486
resnet50,10,2,25.8566
resnet50,10,3,37.8468
resnet50,10,4,49.0981
resnet50,10,5,57.9871
resnet50,10,6,71.2425
resnet50,10,7,81.3941
resnet50,10,8,94.56
resnet50,20,1,9.5027
resnet50,20,2,14.3049
resnet50,20,3,20.7338
resnet50,20,4,27.0816
resnet50,20,5,31.6879
resnet50,20,6,38.8142
resnet50,20,7,44.4822
resnet50,20,8,51.785
resnet50,30,1,7.2777
resnet50,30,2,11.2769
resnet50,30,3,15.4576
resnet50,30,4,20.4293
resnet50,30,5,23.6761
resnet50,30,6,28.6007
resnet50,30,7,33.1167
resnet50,30,8,38.2802
resnet50,40,1,5.37265
resnet50,40,2,8.13845
resnet50,40,3,12.169
resnet50,40,4,15.4189
resnet50,40,5,17.8807
resnet50,40,6,21.8001
resnet50,40,7,25.9534
resnet50,40,8,29.1339
resnet50,50,1,5.1004
resnet50,50,2,7.64535
resnet50,50,3,10.5111
resnet50,50,4,13.5656
resnet50,50,5,15.7907
resnet50,50,6,19.195
resnet50,50,7,21.573
resnet50,50,8,24.5194
resnet50,60,1,5.00905
resnet50,60,2,7.34075
resnet50,60,3,9.62365
resnet50,60,4,12.3469
resnet50,60,5,14.7071
resnet50,60,6,17.1216
resnet50,60,7,19.7432
resnet50,60,8,21.9828
resnet50,70,1,4.0133
resnet50,70,2,5.7269
resnet50,70,3,8.53465
resnet50,70,4,10.4873
resnet50,70,5,12.398
resnet50,70,6,15.2215
resnet50,70,7,17.5224
resnet50,70,8,19.79
resnet50,80,1,3.9153
resnet50,80,2,6.1038
resnet50,80,3,8.4098
resnet50,80,4,10.0563
resnet50,80,5,12.0732
resnet50,80,6,14.8841
resnet50,80,7,16.8524
resnet50,80,8,18.6603
resnet50,90,1,3.8945
resnet50,90,2,6.1789
resnet50,90,3,7.657
resnet50,90,4,9.703
resnet50,90,5,11.5062
resnet50,90,6,13.8652
resnet50,90,7,16.6237
resnet50,90,8,18.5199
resnet50,100,1,3.8377
resnet50,100,2,6.0247
resnet50,100,3,7.39
resnet50,100,4,9.4506
resnet50,100,5,10.7884
resnet50,100,6,13.4135
resnet50,100,7,15.2153
resnet50,100,8,17.1864
vgg16,10,1,31.9414
vgg16,10,2,61.8914
vgg16,10,3,95.5686
vgg16,10,4,122.871
vgg16,10,5,153.046
vgg16,10,6,181.772
vgg16,10,7,212.507
vgg16,10,8,241.721
vgg16,20,1,16.607
vgg16,20,2,32.0589
vgg16,20,3,49.3477
vgg16,20,4,63.4282
vgg16,20,5,79.2824
vgg16,20,6,94.5742
vgg16,20,7,110.647
vgg16,20,8,125.674
vgg16,30,1,11.99
vgg16,30,2,22.6238
vgg16,30,3,33.9984
vgg16,30,4,43.9189
vgg16,30,5,54.852
vgg16,30,6,64.7274
vgg16,30,7,76.1716
vgg16,30,8,86.1286
vgg16,40,1,9.15825
vgg16,40,2,15.8525
vgg16,40,3,24.2413
vgg16,40,4,30.7372
vgg16,40,5,38.331
vgg16,40,6,45.1787
vgg16,40,7,52.6945
vgg16,40,8,60.4471
vgg16,50,1,8.6182
vgg16,50,2,13.4978
vgg16,50,3,20.3668
vgg16,50,4,25.9174
vgg16,50,5,32.519
vgg16,50,6,38.2248
vgg16,50,7,45.3536
vgg16,50,8,51.0583
vgg16,60,1,7.2157
vgg16,60,2,12.0662
vgg16,60,3,17.7969
vgg16,60,4,22.6581
vgg16,60,5,28.4529
vgg16,60,6,33.5472
vgg16,60,7,39.0112
vgg16,60,8,44.1315
vgg16,70,1,6.4019
vgg16,70,2,10.2844
vgg16,70,3,14.9844
vgg16,70,4,19.3118
vgg16,70,5,23.9527
vgg16,70,6,28.4072
vgg16,70,7,33.221
vgg16,70,8,37.5988
vgg16,80,1,5.8922
vgg16,80,2,9.78925
vgg16,80,3,13.9094
vgg16,80,4,18.0578
vgg16,80,5,22.1065
vgg16,80,6,26.2278
vgg16,80,7,30.459
vgg16,80,8,34.609
vgg16,90,1,5.9602
vgg16,90,2,9.2065
vgg16,90,3,12.9727
vgg16,90,4,16.7734
vgg16,90,5,20.2852
vgg16,90,6,24.1674
vgg16,90,7,28.2267
vgg16,90,8,32.0952
vgg16,100,1,5.38235
vgg16,100,2,8.63795
vgg16,100,3,12.2374
vgg16,100,4,15.3705
vgg16,100,5,18.706
vgg16,100,6,22.2372
vgg16,100,7,25.6078
vgg16,100,8,29.2409
vgg19,10,1,39.9717
vgg19,10,2,77.8521
vgg19,10,3,119.637
vgg19,10,4,154.821
vgg19,10,5,193.081
vgg19,10,6,229.617
vgg19,10,7,268.608
vgg19,10,8,305.388
vgg19,20,1,20.6381
vgg19,20,2,40.1222
vgg19,20,3,61.4478
vgg19,20,4,79.4616
vgg19,20,5,99.0266
vgg19,20,6,117.976
vgg19,20,7,137.913
vgg19,20,8,156.781
vgg19,30,1,14.4671
vgg19,30,2,27.9905
vgg19,30,3,41.7514
vgg19,30,4,54.5564
vgg19,30,5,68.0162
vgg19,30,6,80.3699
vgg19,30,7,94.0137
vgg19,30,8,106.938
vgg19,40,1,11.1212
vgg19,40,2,19.4851
vgg19,40,3,29.4427
vgg19,40,4,37.8215
vgg19,40,5,46.6992
vgg19,40,6,55.3875
vgg19,40,7,64.9333
vgg19,40,8,74.5536
vgg19,50,1,10.1364
vgg19,50,2,16.4025
vgg19,50,3,24.7553
vgg19,50,4,31.6113
vgg19,50,5,39.6245
vgg19,50,6,46.4763
vgg19,50,7,54.9278
vgg19,50,8,62.1669
vgg19,60,1,9.16775
vgg19,60,2,14.526
vgg19,60,3,21.3452
vgg19,60,4,27.3182
vgg19,60,5,34.4893
vgg19,60,6,40.8001
vgg19,60,7,47.5064
vgg19,60,8,53.6197
vgg19,70,1,7.56455
vgg19,70,2,12.6409
vgg19,70,3,18.0079
vgg19,70,4,23.2141
vgg19,70,5,28.8535
vgg19,70,6,34.3238
vgg19,70,7,40.016
vgg19,70,8,45.7568
vgg19,80,1,7.01985
vgg19,80,2,11.8616
vgg19,80,3,16.5586
vgg19,80,4,21.5021
vgg19,80,5,26.5615
vgg19,80,6,31.8188
vgg19,80,7,36.81
vgg19,80,8,42.4083
vgg19,90,1,6.6272
vgg19,90,2,10.9237
vgg19,90,3,15.5683
vgg19,90,4,20.2332
vgg19,90,5,24.2181
vgg19,90,6,29.4109
vgg19,90,7,34.9742
vgg19,90,8,39.784
vgg19,100,1,6.2335
vgg19,100,2,10.0099
vgg19,100,3,14.3839
vgg19,100,4,18.1419
vgg19,100,5,22.1194
vgg19,100,6,27.0443
vgg19,100,7,31.5621
vgg19,100,8,36.5656
